name,acres,lon,lat,reporter,cause
NORTH FORK,12188.0,-154.0330505,63.3005562,Southwest Area,Natural
BRITE RANCH,11590.0,-104.43489893,30.14067458,Texas A & M Forest Service,Natural
HUBBARD FIRE,11500.0,-117.756389,46.3775,Washington State Fire Marshal's Office,Missing data/not specified/undetermined
HAWK RIVER,10766.0,-161.0833,60.4833,Alaska Fire Service,Natural
SLOKENJIKH,10682.0,-152.5167,65.9083,Alaska Fire Service,Natural
614 - THREE SLEEP,10602.2,-147.8964,66.0747,Yukon Flats National Wildlife Refuge,Natural
CUTOFF,10362.0,-104.91236,31.97383,Guadalupe Mountains National Park,Natural
MAKPIK CREEK,9890.0,-158.5892,68.0906,Noatak Preserve,Natural
STUMP GULCH,9870.0,-109.3667,45.7183,Southern Land Office,Missing data/not specified/undetermined
SAILOR CREEK,9837.0,-115.6108,42.7225,Twin  Falls District,Natural
CANYON,9820.0,-118.601944,35.5563889,Sequoia National Forest,Missing data/not specified/undetermined
MCDONALD,9408.0,-120.3997,40.9164,Northern California District,Natural
YUKI RIVER,9383.0,-156.1822,64.435,Alaska Fire Service,Natural
ROBBERS ROOST,9362.0,-104.14286428,30.76760728,Texas A & M Forest Service,Natural
614 LOWER DESCHUTES,9304.0,-121.104683,43.226094,Prineville District,Natural
WILLOW CREEK,9248.0,-105.2225,42.996389,Converse County,Missing data/not specified/undetermined
SHEEP COMPLEX,9020.0,-118.6914,36.7667,Sequoia & Kings Canyon National Parks,Natural
TURKEY,9005.1,-109.475278,34.105,Apache-Sitgreaves National Forest,Debris and open burning
NAVASHAK LAKE EAST,8665.0,-157.9597,68.1364,Noatak Preserve,Natural
MERIDIAN,8586.0,-84.3830556,44.5747222,Huron-Manistee National Forest,Debris and open burning
HOWARD,8000.0,-103.541389,33.716667,Capitan District,Other causes
ALKALI,7917.0,-108.0619,40.6831,"Northwest District, Craig",Natural
337 - HOLODANA CREEK,7909.6,-152.2097,65.9936,Kanuti National Wildlife Refuge,Natural
GRANITE TORS,7880.0,-146.2236176,64.7858353,Fairbanks Area,Natural
BAIRD SPRINGS,7693.0,-119.9078,47.2828,Spokane District,Missing data/not specified/undetermined
OAK FLAT,7494.0,-123.738333,42.3994444,Rogue River-Siskiyou National Forest,Missing data/not specified/undetermined
LAKE TUTUSIROK,7479.2,-159.6956,68.1753,Noatak Preserve,Natural
BEAR TRAP,7261.0,-113.4381,42.91,Idaho Falls District,Natural
NO NAME CREEK,7110.0,-153.6786041,63.439167,Southwest Area,Natural
ETCHEVERY,6772.0,-103.57463,33.06086,Capitan District,Power generation/transmission/distribution
FATHERS DAY,6743.0,-104.45194444,30.9,Texas A & M Forest Service,Natural
BOWEN,6663.0,-112.5239,42.4978,Idaho Falls District,Equipment and vehicle use
NANIELIK CREEK,6538.0,-158.8847,68.0872,Noatak Preserve,Natural
FOURMILE CANYON,6382.1,-105.39331,40.03919,Royal Gorge Field Office,Debris and open burning
PARADISE,6355.0,-109.223889,33.6361111,Apache-Sitgreaves National Forest,Natural
CICADA,6259.0,-93.49222222,29.84111111,Sabine National Wildlife Refuge,Natural
MEDANO,6249.0,-105.5058,37.8064,Great Sand Dunes National Park and Preserve,Natural
0476  ROOSTER ROCK,6134.0,-121.584444,44.2194444,Deschutes National Forest,Missing data/not specified/undetermined
COOLEY DRAW,6102.0,-104.8122,42.915,New Castle Field Office,Missing data/not specified/undetermined
MONTANA CREEK,6038.0,-162.4153,65.8125,Alaska Fire Service,Natural
VEST RANCH,6000.0,-102.796175,31.878268,Texas A & M Forest Service,Equipment and vehicle use
BRUSHY,5935.0,-109.33,31.7727778,Coronado National Forest,Natural
TAKHAKHDONA HILLS,5902.0,-155.0297,65.6003,Alaska Fire Service,Natural
COWICHE MILL,5834.0,-120.7539,46.6539,Spokane District,Missing data/not specified/undetermined
CRIPPLE CHINOOK,5717.0,-89.0766667,31.1216667,National Forests in Mississippi,Missing data/not specified/undetermined
LAID LAW,5559.0,-113.7253,43.0392,Twin  Falls District,Natural
RABBIT CREEK 2,5544.0,-157.8956,66.5953,Alaska Fire Service,Natural
ANTELOPE,5510.0,-110.37,44.8367,Yellowstone National Park,Natural
BULL,5429.0,-110.578889,43.3280556,Bridger-Teton National Forest,Natural
HOT TEA,5409.0,-115.46861,43.21827,Boise District,Natural
ROCK CREEK,5358.5,-119.4006,40.8086,Winnemucca District Office,Natural
FLINTLOCK,5342.0,-103.4676,34.2966,Capitan District,Natural
EVAINGIKNUK,5298.0,-162.6583,67.9025,Alaska Fire Service,Natural
WINDMILL,5261.0,-110.8244,41.2831,Kemmerer Field Office,Missing data/not specified/undetermined
FT  BLISS 2,5160.0,-106.5164,32.2992,Las Cruces Field Office,Arson/incendiarism
H12,5100.0,-105.1583,36.9731,Cimarron District,Debris and open burning
35 MILE MARKER,4907.0,-104.848333,43.6769444,"Medicine Bow-Routt National Forests, Thunder Basin National Grassland",Missing data/not specified/undetermined
BIG,4675.0,-116.43489,43.7555,Boise District,Natural
BRITE RANCH RIM,4670.0,-104.536,30.16933333,Texas A & M Forest Service,Natural
RAINBOW ROAD,4388.0,-113.39264,42.54839,Idaho Falls District,Missing data/not specified/undetermined
098 WRANGLER,4363.0,-93.0036111,31.5158333,Kisatchie National Forest,Natural
BLACKSHEEP,4337.0,-115.72551,42.47059,Boise District,Natural
MACHINE GUN,4326.0,-112.080903,40.4092,Salt Lake Field Office,Firearms and explosives use
TWOMILE CREEK,4244.9,-156.4494,63.6569,Alaska Fire Service,Natural
0385 BUCKHORN,4197.0,-120.4483,45.093,Prineville District,Natural
MILLER FIRE,4190.0,-99.65,37.216667,Kansas Counties,Natural
MARTIN RANCH,4139.0,-104.5875,33.87055556,Bitter Lake National Wildlife Refuge,Missing data/not specified/undetermined
BIG SWEDE,4000.0,-144.812222,64.238889,Delta Area,Natural
ARMSTRONG/ FRANKS COMPLEX,4000.0,-102.891125,31.501125,Texas A & M Forest Service,Equipment and vehicle use
CIRCLE BAR,4000.0,-110.853611,34.4777778,Apache-Sitgreaves National Forest,Natural
MISSISSIPPI IMPACT,3969.0,-145.9931,63.9011,Alaska Fire Service,Arson/incendiarism
BLOODY,3898.0,-112.0667,34.2086,Phoenix District Office,Natural
SEVEN TROUGHS,3842.0,-118.6214,40.5292,Winnemucca District Office,Natural
SOUTH TRAIL,3832.0,-115.33744,43.02954,Boise District,Equipment and vehicle use
ROCKY,3827.0,-110.26452,33.47181,San Carlos Agency,Natural
EMERY,3785.0,-113.9003,42.0594,Idaho Falls District,Natural
MOTHER'S DAY,3740.0,-82.4844444,30.3105556,National Forests in Florida,Natural
RAINBOW BRIDGE,3700.0,-120.7967,48.3961,North Cascades National Park,Natural
BIG SALT MARSH,3664.0,-98.5575,38.16444444,Quivira National Wildlife Refuge,Missing data/not specified/undetermined
595 - BIG DUCK LAKE,3546.0,-142.3508,66.0817,Yukon Flats National Wildlife Refuge,Natural
GIRAFFE CREEK,3536.0,-111.05,42.49,Caribou-Targhee National Forest,Natural
YORK,3520.0,-104.24966963,30.67012611,Texas A & M Forest Service,Natural
ORPHAN HILL,3500.0,-103.891667,30.875,Texas A & M Forest Service,Natural
TALLGRASS COMPLEX,3490.0,-96.525,38.4133,Tallgrass Prairie National Preserve,Debris and open burning
KLIKHTENTOTZNA CREEK,3488.0,-154.8658,66.5892,Alaska Fire Service,Natural
EAGLE ROCK,3474.0,-111.985278,35.3402778,Kaibab National Forest,Natural
SCOTT MOUNTAIN,3454.0,-121.908611,44.2694444,Willamette National Forest,Natural
SAFFRON,3433.0,-112.317289,36.324594,Grand Canyon National Park,Natural
HORSESHOE,3401.0,-109.202222,31.8177778,Coronado National Forest,Recreation and ceremony
POWER COUNTY 2,3323.0,-112.95,42.6183,Idaho Falls District,Natural
ASPEN,3300.0,-107.967222,33.1458333,Gila National Forest,Natural
BRAVO,3254.0,-111.243056,34.5444444,Coconino National Forest,Natural
ALISO,3225.0,-117.386667,33.321389,Marine Corps Base Camp Pendleton,Missing data/not specified/undetermined
30613,3200.0,-95.08566666,35.69483331,Oklahoma Division of Forestry,Arson/incendiarism
HUTCHISON RD,3200.0,-95.083056,35.747778,Oklahoma Division of Forestry,Missing data/not specified/undetermined
POKER JIM,3153.0,-119.61055556,42.69055556,Hart Mountain National Antelope Refuge,Missing data/not specified/undetermined
BOMBING RANGE NINE21,3111.0,-81.7102778,29.1222222,National Forests in Florida,Equipment and vehicle use
HAY,3083.4,-121.663056,42.8641667,Fremont-Winema National Forest,Equipment and vehicle use
MARTIN,3067.0,-103.5868,33.0141,Capitan District,Debris and open burning
DEAD MAN,3046.0,-105.122222,33.467222,Capitan District,Natural
DUCK LAKE,3000.0,-118.6667,47.3694,Spokane District,Equipment and vehicle use
GRASS 3,3000.0,-102.759247,33.887304,Texas A & M Forest Service,Power generation/transmission/distribution
1003311,3000.0,-102.30833252,34.11893426,Texas A & M Forest Service,Missing data/not specified/undetermined
BREAK DOWN,3000.0,-104.61007,34.920074,Las Vegas District,Debris and open burning
BOONE,3000.0,-103.58,34.577778,Las Vegas District,Natural
NORTH WOODWARD,3000.0,-99.569444,36.491667,Oklahoma Division of Forestry,Missing data/not specified/undetermined
NORTH BLISS,2981.0,-114.9503,42.9992,Twin  Falls District,Natural
REDLANDS LAKE,2960.0,-152.2875,64.69,Alaska Fire Service,Recreation and ceremony
TIPOOKTULEARUK RIVER,2942.0,-160.5036,65.1783,Alaska Fire Service,Natural
GEARY DOME,2879.0,-106.09539,42.88208,Casper Field Office,Missing data/not specified/undetermined
CELT,2855.0,-92.917222,37.876667,Missouri Department of Conservation,Missing data/not specified/undetermined
BULL OF THE WOODS,2810.0,-122.055556,44.8605556,Mt. Hood National Forest,Natural
GOLDBUG CREEK,2777.0,-162.5744476,65.7608337,Alaska Fire Service - Galena Zone,Natural
KILIOVILIK RANGE,2758.0,-157.4117,66.6067,Alaska Fire Service,Natural
PORT KELLY,2755.0,-118.95722222,46.005,McNary National Wildlife Refuge,Natural
SISCHU 2,2741.0,-152.8503,64.1372,Alaska Fire Service,Natural
WINDMILL,2727.0,-115.0311,42.8722,Twin  Falls District,Natural
FY2011-CLINCH-017,2710.0,-82.89542812,31.13662964,Georgia Forestry Commission,Arson/incendiarism
FRYINGPAN CREEK,2707.1,-145.5706,65.3686,Alaska Fire Service,Natural
BAILEY,2687.0,-116.0723,40.4005,Elko District Office,Natural
MUSTANG,2670.0,-113.6772,36.6847,Cedar City Field Office,Natural
YUKON SLOUGH,2665.8,-141.9206,65.2811,Alaska Fire Service,Natural
MCFARLAND FIRE,2654.0,-102.395979,32.482587,Texas A & M Forest Service,Equipment and vehicle use
ALACHUA/BURNT ISLAND FIRE,2616.0,-82.1222,29.4846,Florida Forest Service,Missing data/not specified/undetermined
DEER LAKE,2613.0,-96.2222,36.8039,Osage Agency,Arson/incendiarism
BEAVER,2608.0,-108.196667,38.1158333,"Grand Mesa, Uncompahgre and Gunnison National Forests",Power generation/transmission/distribution
HARTZEL FIRE,2600.0,-101.30523333,34.00695,Texas A & M Forest Service,Missing data/not specified/undetermined
OTA 98,2595.0,-116.02169,43.25482,Boise District,Firearms and explosives use
LONG CANYON,2582.0,-106.5728,32.2386,Las Cruces Field Office,Arson/incendiarism
0557 STREESE,2565.0,-120.2467,45.07011,Prineville District,Equipment and vehicle use
DAIRY CANYON,2508.0,-112.99903,42.528172,Idaho Falls District,Equipment and vehicle use
EDWARDS,2500.0,-100.648599,33.745632,Texas A & M Forest Service,Missing data/not specified/undetermined
INDIAN GRAVE CREEK,2496.6,-141.2005,65.6169,Alaska Fire Service,Natural
CLOVER ROAD,2477.0,-114.9664,43.0417,Twin  Falls District,Natural
SPANISH CASTLE FIRE,2470.0,-120.051111,47.235556,Grant County Fire Districts,Missing data/not specified/undetermined
SOUTH FORK HEALY,2447.0,-144.284167,63.989444,Delta Area,Natural
HOBBLE*,2395.0,-112.007778,35.5041667,Kaibab National Forest,Natural
BANNER,2388.0,-115.209722,44.3802778,Salmon-Challis National Forest,Natural
COUNTY LINE,2300.0,-95.0483,34.3944,Talihina Agency,Arson/incendiarism
1003131,2300.0,-102.21284953,34.00237225,Texas A & M Forest Service,Arson/incendiarism
NORTH MOUNTAIN,2265.0,-98.72845,34.80705,Wichita Mountains National Wildlife Refuge,Equipment and vehicle use
03-16-NORMANDY--2010-07-0624,2258.0,-82.0049,30.2015,Florida Forest Service,Equipment and vehicle use
BAR-LITE FIRE,2246.0,-103.96527778,29.99805556,Texas A & M Forest Service,Natural
FT. DIX FIRE,2240.0,-74.525556,40.018611,New Jersey Forest Fire Service,Missing data/not specified/undetermined
BIG DRAW 2,2217.0,-115.5806,42.5703,Twin  Falls District,Natural
POPAVICH,2214.0,-148.8166656,63.9333344,Fairbanks Area,Natural
RANGER,2200.0,-111.2175,34.5522222,Coconino National Forest,Natural
STAR LAKE,2181.0,-114.1789,42.8364,Twin  Falls District,Natural
TALLANT HILL,2180.0,-96.2072,36.5922,Osage Agency,Debris and open burning
HEATHER CREEK,2167.0,-115.480278,46.9419444,Nez Perce - Clearwater National Forests,Natural
RANGE 51 FIRE,2150.0,-96.723056,39.224444,Fort Riley Kansas,Missing data/not specified/undetermined
CARDINAL CREEK,2127.0,-113.330833,47.4155556,Flathead National Forest,Natural
WATERWAY,2100.0,-100.1517,45.6022,South Dakota Wildland Fire Suppression,Power generation/transmission/distribution
TYLER WILDFIRE,2066.3,-75.98333333,38.37611111,Blackwater National Wildlife Refuge,Missing data/not specified/undetermined
COUGAR MOUNTAIN,2064.0,-119.481797,44.2364,Prineville District,Natural
COTTON,2044.0,-119.9005,35.0475,Central California District,Equipment and vehicle use
SAND,2020.0,-103.0724,33.48331,Capitan District,Debris and open burning
DAVIS,2015.0,-112.475556,46.8658333,Helena - Lewis and Clark National Forest,Debris and open burning
MIAMI,2000.0,-93.1556,29.9117,Cameron Prarie National Wildlife Refuge,Natural
LEAHY JUNCTION FIRE,2000.0,-119.383611,47.917222,Washington State Fire Marshal's Office,Natural
COW CREEK FIRE,2000.0,-99.4008,31.9125,Texas A & M Forest Service,Missing data/not specified/undetermined
COFFEE POT,1968.0,-111.451389,39.9105556,Manti-Lasal National Forest,Natural
NAHAHUM,1948.0,-120.420556,47.5747222,Okanogan-Wenatchee National Forest,Natural
LAUGHLIN HILLS 2,1943.0,-121.3167,45.0542,Warm Springs Agency,Natural
WEST HOUSTON-TRANSPORT FIRE,1920.0,-102.52666667,33.5913,Texas A & M Forest Service,Power generation/transmission/distribution
FRAGUITA,1914.0,-111.340278,31.5255556,Coronado National Forest,Recreation and ceremony
SAND HILL FIRE,1900.0,-102.71790562,31.50053159,Texas A & M Forest Service,Equipment and vehicle use
LITTLE BEAVER,1870.0,-115.524722,44.4452778,Boise National Forest,Natural
RIVER BREAKS,1862.0,-114.0,45.3766667,Salmon-Challis National Forest,Missing data/not specified/undetermined
HIGHWAY 8,1840.0,-121.290278,45.7152778,Columbia River Gorge National Scenic Area,Power generation/transmission/distribution
MM 11,1826.0,-113.2997,42.5958,Idaho Falls District,Equipment and vehicle use
INDIAN,1822.0,-117.96529,35.69616,California Desert District,Natural
LIVINGSTON - 418,1820.0,-94.27866667,30.51916667,Livingston Area,Natural
WATERHOLE,1818.0,-82.3963889,30.3211111,National Forests in Florida,Arson/incendiarism
DEEP GULCH RX ESCAPE,1800.0,-107.2986,41.1272,Wyoming State Forestry,Missing data/not specified/undetermined
SOUTH BASE,1785.0,-115.7866,42.98326,Boise District,Natural
BLACKTAIL,1782.0,-111.7386,43.4733,Idaho Falls District,Recreation and ceremony
HENDERSON #1 FIRE,1740.0,-102.95449813,31.86214248,Texas A & M Forest Service,Missing data/not specified/undetermined
CHINA MOUNTAIN,1729.0,-114.7933,42.1069,Twin  Falls District,Natural
SLOPE,1711.0,-119.68207,37.90953,Yosemite National Park,Natural
VIRGIN CANYON,1706.0,-106.736389,35.7527778,Santa Fe National Forest,Natural
1943 COMPLEX FIRE,1700.0,-94.2244,30.5364,Big Thicket National Park,Missing data/not specified/undetermined
SETT,1700.0,-98.52111111,32.85472222,Texas A & M Forest Service,Equipment and vehicle use
EKLUTNA,1692.7,-148.97,61.3,Alaska Fire Service,Missing data/not specified/undetermined
PYRAMID,1682.0,-121.798333,44.7613889,Mt. Hood National Forest,Natural
GULF,1659.0,-96.6244,36.685,Osage Agency,Arson/incendiarism
WEST,1658.0,-118.425833,35.058056,Kern County Fire Department,Missing data/not specified/undetermined
GRAVE,1656.0,-106.808889,36.37,Santa Fe National Forest,Natural
BIRCH CREEK,1644.0,-164.3444,65.2853,Alaska Fire Service,Natural
FISHTRAP,1640.0,-83.6711111,37.8211111,Daniel Boone National Forest,Recreation and ceremony
015 CAMP CLAIBORNE,1633.0,-92.5783333,31.1152778,Kisatchie National Forest,Arson/incendiarism
PISTOL PETE,1621.0,-96.2411,36.4503,Osage Agency,Debris and open burning
COYOTE,1620.0,-80.70888889,28.5075,Merritt Island National Wildlife Refuge,Natural
FULTONS RANCH,1600.0,-102.53274,35.63822,Texas A & M Forest Service,Natural
PLEASANT VALLEY FIRE,1600.0,-102.54135,34.2332,Texas A & M Forest Service,Missing data/not specified/undetermined
ROBINSON                 ,1600.0,-120.41,37.50305555,Merced-Mariposa Unit,Missing data/not specified/undetermined
WEIR,1600.0,-111.520278,34.8044444,Coconino National Forest,Natural
JOHNSON LAKE,1582.0,-121.3625,44.9625,Warm Springs Agency,Natural
COTTONWOOD,1571.4,-118.1331,40.3742,Winnemucca District Office,Missing data/not specified/undetermined
AIRSTREAM,1567.0,-96.12,36.5355,Osage Agency,Missing data/not specified/undetermined
PARADISE FORK,1550.0,-153.5472,63.8669,Alaska Fire Service,Natural
SHORTPOLE,1538.0,-81.8789739,37.49745635,West Virginia Division of Forestry,Arson/incendiarism
PEPPER,1538.0,-80.70944444,28.52861111,Merritt Island National Wildlife Refuge,Natural
DOVE SPRING,1526.0,-115.3508,42.7261,Twin  Falls District,Natural
SAILOR,1516.0,-115.3383,42.7831,Twin  Falls District,Natural
GRASS,1500.0,-102.59843895,32.54997509,Texas A & M Forest Service,Missing data/not specified/undetermined
CAMP,1500.0,-92.2923,34.8868,Arkansas Forestry Commission,Missing data/not specified/undetermined
755,1500.0,-98.33472222,26.77222222,South Texas Refuge Complex,Railroad operations and maintenance
RED ROOSTER,1500.0,-95.3961,34.9822,Talihina Agency,Arson/incendiarism
LOOKOUT,1475.2,-96.408,36.4197,Osage Agency,Debris and open burning
SOUTH FORK 3 BAR,1465.2,-105.6753,45.0319,Miles City Field Office,Debris and open burning
MEADOW CREEK,1462.0,-107.562222,39.7597222,White River National Forest,Natural
WITCH MOUNTAIN,1459.0,-141.9711,65.3417,Alaska Fire Service,Natural
AGASSIZ FIRE,1453.0,-95.554,48.19,Agassiz National Wildlife Refuge,Arson/incendiarism
JUDGE CREEK,1449.7,-142.2914,65.5272,Alaska Fire Service,Natural
SISCHU1,1433.0,-152.6372,64.2028,Alaska Fire Service,Natural
MOSQUITO,1421.0,-93.554,29.837,Sabine National Wildlife Refuge,Natural
SHEENJEK 2,1420.0,-144.1155,67.5814,Alaska Fire Service,Natural
REINDEER RIVER,1420.0,-159.5394,62.4461,Alaska Fire Service,Natural
SPEEDWAY  TWO FIRE,1400.0,-80.4112,25.4462,Florida Forest Service,Arson/incendiarism
DELLE,1396.0,-112.7352,40.68092,Salt Lake Field Office,Equipment and vehicle use
HURD,1380.0,-116.165278,44.6055556,Boise National Forest,Natural
UPPER GERSTLE,1379.0,-145.167222,63.7,Delta Area,Natural
EIGHT MILE,1376.0,-112.951697,40.581903,Salt Lake Field Office,Recreation and ceremony
NO TORCH,1376.0,-95.3414,36.7428,Cherokee Nation Tribe,Arson/incendiarism
CONSTANTIA,1369.0,-120.0572,39.9489,Carson City District Office,Natural
RIO,1350.0,-106.770833,35.8538889,Santa Fe National Forest,Recreation and ceremony
POST,1312.0,-118.873889,34.8477778,Los Padres National Forest,Missing data/not specified/undetermined
BULLARD,1307.0,-121.140833,39.3769444,Tahoe National Forest,Missing data/not specified/undetermined
TURKEY HUNTER,1300.0,-95.091667,35.713056,Oklahoma Division of Forestry,Missing data/not specified/undetermined
084 BIG CREEK,1295.0,-92.0166667,31.0666667,Kisatchie National Forest,Missing data/not specified/undetermined
20127,1273.0,-95.21666667,34.95499999,Oklahoma Division of Forestry,Arson/incendiarism
FFTF,1265.0,-119.348333,37.441944,Hanford Fire Department,Missing data/not specified/undetermined
20125,1260.0,-95.59768333,34.70708332,Oklahoma Division of Forestry,Arson/incendiarism
THE DIVIDE,1258.0,-154.3808,66.8714,Alaska Fire Service,Natural
SAND 2,1255.0,-117.972788,35.7767,California Desert District,Natural
BEAR CREEK,1253.0,-120.574722,34.642222,Vandenberg Air Force Base Fire Department,Missing data/not specified/undetermined
WATERFALL,1252.1,-141.3169,65.3233,Alaska Fire Service,Natural
PIONEER PASTURES,1250.0,-97.628889,38.075556,Kansas Counties,Missing data/not specified/undetermined
SOUTH EDWARDS,1245.0,-105.360278,43.64,"Medicine Bow-Routt National Forests, Thunder Basin National Grassland",Railroad operations and maintenance
ABBOTT CREEK,1244.0,-81.4019653,37.9802777,West Virginia Division of Forestry,Fireworks
DODGE,1225.0,-114.841111,46.3763889,Nez Perce - Clearwater National Forests,Natural
LIBERTY TORCH,1224.3,-95.9447,35.7864,Okmulgee Field Office,Debris and open burning
SALT SPRINGS #16,1221.0,-81.7969444,29.3125,National Forests in Florida,Natural
WF UNIT 1 PEARL,1220.0,-94.22916667,29.635,McFaddin National Wildlife Refuge,Missing data/not specified/undetermined
GRASS VALLEY,1208.0,-116.4064,40.01,Battle Mountain District Office,Natural
MONO,1205.0,-118.98,37.93,Central California District,Natural
PATAN,1200.0,-104.524722,30.108333,Texas A & M Forest Service,Natural
COW CREEK,1200.0,-105.5572,40.4625,Rocky Mountain National Park,Natural
POOL RANCH,1200.0,-98.89166826,31.12962519,Texas A & M Forest Service,Natural
X Q Z,1200.0,-100.53367054,31.3135127,Texas A & M Forest Service,Equipment and vehicle use
TURLEY MTN.,1200.0,-84.302778,36.358333,Tennessee Division of Forestry,Missing data/not specified/undetermined
MENDOZA,1200.0,-99.21638889,27.01472222,South Texas Refuge Complex,Railroad operations and maintenance
CAIN,1200.0,-103.12055,35.15705,Las Vegas District,Debris and open burning
ALBRIGHT ROAD,1199.0,-106.696944,44.410833,Wyoming State Forestry (CPC Area),Missing data/not specified/undetermined
POZO,1150.0,-120.319722,35.3063889,Los Padres National Forest,Missing data/not specified/undetermined
LOGGING,1145.0,-108.6018,40.5494,"Northwest District, Craig",Natural
GRAVEL,1144.0,-110.317222,43.9722222,Bridger-Teton National Forest,Natural
WOLF,1142.0,-119.7125,38.5513889,Humboldt-Toiyabe National Forest,Natural
COLLINS,1133.0,-96.1922,36.8022,Osage Agency,Arson/incendiarism
BIGHORN,1128.0,-114.739722,45.1011111,Salmon-Challis National Forest,Natural
BARREL SPRINGS FIRE,1128.0,-104.21166667,30.53527778,Texas A & M Forest Service,Natural
STUART CREEK 1,1126.6,-146.4722,64.7356,Alaska Fire Service,Firearms and explosives use
CASNER,1113.0,-115.451944,44.2838889,Boise National Forest,Natural
HOG RIVER,1111.0,-154.0167,66.8333,Alaska Fire Service,Natural
CLAYLICK,1102.0,-83.4936111,38.1116667,Daniel Boone National Forest,Power generation/transmission/distribution
BIG LAKE WEST,1100.0,-101.5342487,31.20527021,Texas A & M Forest Service,Missing data/not specified/undetermined
10027,1100.0,-95.9015,34.51899999,Oklahoma Division of Forestry,Arson/incendiarism
FT GATES 22,1097.0,-81.6611111,29.4155556,National Forests in Florida,Natural
KING MOUNTAIN II,1073.0,-103.95740783,30.50898279,Texas A & M Forest Service,Natural
